timestamp,voltage,current,temperature,iddq,prop_delay
2510,4.9945,1.2045,124.6,9.74,4.601
2511,5.0243,1.1953,125.24,11.17,4.389
2512,4.9766,1.19,124.7,8.23,4.477
2513,5.0238,1.2127,124.62,10.48,4.371
2514,4.9723,1.2184,125.46,10.04,4.454
2515,4.9612,1.1928,124.8,8.78,4.479
2516,4.9966,1.2091,124.62,9.75,4.598
2517,4.9745,1.2006,125.3,10.87,4.528
2518,4.9684,1.1852,124.82,9.64,4.368
2519,4.9921,1.1917,125.45,10.34,4.5
2520,5.0157,1.1833,125.26,9.04,4.439
2521,5.0161,1.2137,125.17,9.58,4.406
2522,4.9954,1.2125,124.7,10.05,4.449
2523,4.9708,1.2046,125.35,10.7,4.386
2524,5.0081,1.1986,124.85,10.72,4.447
2525,5.0239,1.1994,125.02,9.7,4.57
2526,4.9676,1.2139,125.39,10.89,4.45
2527,4.9657,1.2199,125.47,9.85,4.567
2528,5.0367,1.1828,124.66,10.73,4.627
2529,4.988,1.1943,125.49,10.87,4.445
2530,5.0204,1.2125,125.28,8.78,4.468
2531,4.9867,1.1928,125.03,10.95,4.433
2532,4.9708,1.1903,124.84,8.73,4.351
2533,5.0345,1.217,124.88,9.21,4.482
2534,4.9651,1.1992,124.83,12.72,4.585
2535,5.0227,1.18,125.11,11.26,4.431
2536,4.9749,1.1806,124.94,11.33,4.429
2537,5.0001,1.1894,125.49,9.83,4.459
2538,5.0045,1.2164,125.18,9.77,4.57
2539,4.9734,1.2033,124.79,10.97,4.362
2540,5.0255,1.1926,125.22,10.43,4.428
2541,4.9897,1.1866,124.77,10.05,4.525
2542,5.0253,1.1844,124.99,8.76,4.597
2543,5.0183,1.2029,124.63,9.4,4.451
2544,5.0024,1.2079,125.29,9.05,4.403
2545,4.9675,1.1964,125.42,9.16,4.407
2546,5.006,1.2199,124.87,10.9,4.41
2547,4.9603,1.2058,125.43,12.42,4.56
2548,4.9962,1.1967,125.1,9.09,4.538
2549,4.9708,1.2068,125.4,9.46,4.647
2550,5.0307,1.2162,125.14,11.4,4.401
2551,4.9838,1.2179,125.01,10.04,4.51
2552,5.022,1.2082,124.57,8.58,4.456
2553,5.0193,1.1952,124.56,9.09,4.526
2554,4.9611,1.1815,124.56,8.94,4.576
2555,4.9879,1.2142,125.45,9.93,4.574
2556,4.9932,1.1934,125.37,8.7,4.508
2557,5.0156,1.1844,124.52,9.89,4.5
2558,5.04,1.2155,124.72,10.86,4.636
2559,4.967,1.2194,125.15,8.61,4.426
2560,4.9735,1.2162,124.85,12.65,4.351
2561,4.9828,1.219,125.0,10.34,4.443
2562,5.0338,1.1859,125.29,9.11,4.613
2563,5.0155,1.1923,124.9,9.82,4.607
2564,4.9819,1.1877,125.43,10.07,4.562
2565,5.0352,1.2003,124.53,11.8,4.568
2566,4.9746,1.2134,124.53,11.63,4.62
2567,4.9634,1.1957,124.51,7.66,4.524
2568,4.9694,1.2197,124.72,11.13,4.498
2569,4.9713,1.2103,124.82,11.5,4.627
2570,5.0337,1.2101,124.84,9.84,4.428
2571,5.0151,1.1824,124.79,11.75,4.42
2572,5.0307,1.1992,125.22,9.81,4.509
2573,4.9637,1.2136,124.69,12.05,4.398
2574,5.0009,1.2194,125.31,10.45,4.578
2575,5.0128,1.1996,125.2,10.21,4.551
2576,4.9619,1.2014,124.67,9.75,4.365
2577,4.9829,1.1999,124.77,11.0,4.559
2578,5.0196,1.2072,125.4,9.89,4.583
2579,5.0188,1.2094,125.16,10.65,4.549
2580,4.9647,1.1972,124.68,9.88,4.472
2581,5.0044,1.1987,124.52,8.96,4.413
2582,4.9858,1.204,124.59,9.02,4.41
2583,5.007,1.214,125.01,9.7,4.41
2584,5.0258,1.2165,124.83,7.61,4.41
2585,4.9652,1.2017,124.66,9.52,4.491
2586,5.0298,1.2067,125.43,8.65,4.633
2587,5.0049,1.1808,125.15,8.05,4.475
2588,4.9693,1.1824,125.08,10.33,4.402
2589,5.0183,1.1902,125.39,10.26,4.369
2590,4.9877,1.2165,124.7,11.44,4.616
2591,4.9982,1.2061,124.75,9.84,4.611
2592,4.9716,1.1936,125.44,11.44,4.646
2593,4.9974,1.212,124.61,7.3,4.403
2594,5.0307,1.2106,125.06,9.53,4.618
2595,4.9962,1.1853,125.1,9.69,4.486
2596,5.0193,1.1944,125.14,10.15,4.554
2597,4.9941,1.1837,124.69,10.23,4.46
2598,4.9816,1.1946,124.67,11.23,4.412
2599,4.9875,1.1946,124.98,8.63,4.412
2600,5.0247,1.196,125.14,9.33,4.603
2601,4.996,1.2184,125.21,10.07,4.54
2602,4.9764,1.206,125.17,8.36,4.409
2603,5.0057,1.1822,124.96,8.77,4.37
2604,4.9875,1.214,125.48,8.52,4.497
2605,4.9955,1.1828,124.61,8.5,4.362
2606,4.9728,1.1999,124.73,11.54,4.591
2607,4.9712,1.2071,124.79,10.24,4.638
2608,5.0136,1.2133,125.21,7.59,4.505
2609,4.9935,1.2023,125.48,8.69,4.441
2610,4.9825,1.2133,124.53,8.02,4.373
2611,5.0289,1.1966,124.77,9.58,4.563
2612,5.0348,1.1841,125.47,8.83,4.414
2613,5.037,1.1859,125.04,8.18,4.587
2614,5.0205,1.1917,124.92,9.99,4.529
2615,5.0228,1.2092,125.16,8.13,4.412
2616,4.9812,1.1808,124.69,10.66,4.649
2617,4.9951,1.1934,124.77,9.19,4.396
2618,4.9642,1.1831,124.84,10.75,4.504
2619,5.0018,1.1878,124.97,8.68,4.378
2620,4.9988,1.2187,124.78,9.61,4.374
2621,4.9987,1.1937,125.05,8.36,4.434
2622,4.9641,1.2068,125.18,8.91,4.389
2623,5.0117,1.182,124.68,11.58,4.365
2624,4.9994,1.1921,125.4,11.29,4.493
2625,5.0009,1.217,125.4,9.73,4.551
2626,4.992,1.1934,124.79,11.78,4.446
2627,4.9941,1.1843,125.38,9.84,4.647
2628,4.9988,1.1911,125.34,8.39,4.377
2629,4.9741,1.1858,125.19,8.95,4.502
2630,4.9668,1.1899,124.89,9.94,4.499
2631,4.9685,1.2147,125.07,8.6,4.648
2632,5.0222,1.1833,125.19,10.98,4.529
2633,4.967,1.1993,125.22,10.12,4.467
2634,4.9907,1.1892,125.49,10.22,4.394
2635,4.9803,1.212,125.02,9.7,4.369
2636,5.0399,1.2135,124.86,10.38,4.352
2637,5.0049,1.2179,125.48,9.34,4.416
2638,5.0087,1.1883,125.31,10.61,4.581
2639,4.963,1.1882,125.48,10.92,4.353
2640,4.9834,1.2,124.8,9.01,4.356
2641,5.0386,1.1948,125.14,11.62,4.555
2642,4.9674,1.2039,124.94,9.33,4.473
2643,4.9646,1.1886,124.5,10.32,4.471
2644,4.9826,1.2043,125.16,8.13,4.468
2645,5.0383,1.1858,125.43,10.79,4.633
2646,4.9624,1.1867,124.9,8.72,4.355
2647,5.0271,1.1874,124.8,10.92,4.522
2648,4.9963,1.1881,125.2,10.83,4.382
2649,4.9691,1.2192,124.94,9.89,4.51
2650,4.9796,1.2043,125.31,9.87,4.386
2651,5.0389,1.1827,124.67,9.7,4.435
2652,5.0064,1.2174,125.46,9.89,4.531
2653,4.9985,1.2105,125.32,9.14,4.408
2654,4.9745,1.2172,124.58,10.91,4.632
2655,4.9903,1.1816,125.42,8.68,4.602
2656,4.991,1.1869,124.63,11.33,4.457
2657,5.0107,1.1877,124.81,9.78,4.527
2658,4.9922,1.1813,124.68,12.11,4.628
2659,4.9701,1.1995,124.71,10.96,4.64
2660,5.0106,1.2096,125.47,10.86,4.522
2661,5.0021,1.1805,125.26,7.85,4.412
2662,4.9645,1.2109,124.89,11.83,4.617
2663,4.9604,1.1929,124.97,10.81,4.464
2664,5.0005,1.2001,124.92,11.6,4.536
2665,5.021,1.2122,124.98,9.01,4.47
2666,4.9869,1.1935,125.46,10.41,4.522
2667,5.002,1.2055,125.04,11.9,4.378
2668,5.0316,1.1974,125.36,9.55,4.611
2669,4.9722,1.2139,124.55,12.93,4.382
2670,4.9975,1.1816,124.85,11.29,4.585
2671,5.0022,1.1973,124.65,10.46,4.394
2672,4.9974,1.2148,125.22,12.78,4.477
2673,4.988,1.1977,124.59,10.43,4.494
2674,4.9788,1.1958,124.96,10.24,4.372
2675,5.032,1.2072,125.06,9.99,4.458
2676,5.0368,1.1897,125.36,11.71,4.575
2677,4.9774,1.1815,124.78,9.21,4.398
2678,5.0154,1.1843,125.41,10.6,4.505
2679,4.9876,1.1838,124.72,9.91,4.384
2680,4.9718,1.1982,124.71,10.69,4.364
2681,5.0224,1.1872,124.9,12.05,4.371
2682,4.987,1.21,124.87,9.92,4.36
2683,5.034,1.1992,124.82,10.89,4.462
2684,5.0251,1.1952,124.72,11.23,4.573
2685,5.0294,1.1841,124.96,10.09,4.642
2686,4.9709,1.2076,125.49,10.1,4.463
2687,4.9796,1.2051,124.55,11.94,4.635
2688,4.976,1.1861,124.88,11.27,4.463
2689,4.9896,1.1888,125.49,10.85,4.648
2690,5.0236,1.1891,125.11,11.02,4.577
2691,4.9914,1.2171,124.66,7.38,4.643
2692,5.0121,1.1939,125.07,8.19,4.371
2693,4.9696,1.1957,125.1,9.93,4.464
2694,4.9716,1.1944,124.96,9.31,4.559
2695,4.997,1.1996,125.01,11.27,4.506
2696,5.0061,1.2056,125.32,8.92,4.606
2697,4.9696,1.2192,125.27,9.36,4.425
2698,4.9823,1.2015,124.62,10.15,4.424
2699,5.0165,1.2073,125.5,9.7,4.612
2700,4.9728,1.2086,125.43,9.07,4.416
2701,5.0108,1.1957,124.76,10.37,4.399
2702,4.9972,1.1908,125.29,12.2,4.649
2703,4.9747,1.1969,124.95,10.51,4.632
2704,4.9647,1.1855,124.93,12.57,4.64
2705,4.9639,1.1985,124.56,9.85,4.388
2706,4.9904,1.1846,124.73,10.29,4.495
2707,5.0314,1.2161,125.02,8.6,4.535
2708,5.0188,1.1916,125.36,10.11,4.479
2709,5.0062,1.1876,124.98,8.65,4.428
2710,4.9968,1.1812,124.81,7.35,4.407
2711,5.0042,1.1969,125.15,11.18,4.486
2712,5.0086,1.2155,125.17,12.09,4.417
2713,5.0344,1.2185,125.5,10.01,4.39
2714,5.0098,1.2142,125.25,9.76,4.542
2715,5.034,1.1861,125.17,8.98,4.554
2716,5.0127,1.1996,124.54,8.28,4.594
2717,5.0215,1.1999,124.96,8.07,4.394
2718,5.017,1.2182,125.45,9.26,4.605
2719,5.0131,1.2037,124.95,11.82,4.556
2720,5.0222,1.1845,124.61,10.62,4.617
2721,5.0206,1.1876,124.5,9.65,4.406
2722,4.9941,1.182,125.01,9.52,4.509
2723,4.9758,1.1914,124.92,12.6,4.409
2724,4.9971,1.2033,125.1,9.54,4.463
2725,4.9977,1.1926,124.9,10.64,4.575
2726,4.9607,1.1832,124.6,10.66,4.359
2727,4.9933,1.2122,125.25,9.73,4.368
2728,4.9775,1.2154,125.33,8.46,4.373
2729,4.9752,1.2023,124.82,7.33,4.602
2730,5.0052,1.1992,125.26,10.2,4.595
2731,5.0395,1.1811,124.75,7.97,4.582
2732,4.9778,1.1965,125.23,10.8,4.508
2733,5.0223,1.2177,125.47,12.29,4.635
2734,5.0296,1.2058,125.21,9.94,4.455
2735,5.0062,1.1833,125.18,11.97,4.492
2736,5.0161,1.1944,124.76,11.4,4.411
2737,4.9768,1.191,124.76,11.34,4.443
2738,4.9962,1.2145,124.72,8.59,4.488
2739,4.9994,1.1837,124.62,9.44,4.551
2740,4.9705,1.1985,125.45,11.34,4.585
2741,5.0361,1.2039,125.21,11.71,4.563
2742,4.9958,1.1998,125.09,7.34,4.617
2743,5.0223,1.1962,125.31,10.57,4.441
2744,4.9757,1.1972,124.98,11.31,4.57
2745,5.0082,1.2134,125.11,8.12,4.406
2746,5.024,1.2061,125.28,9.44,4.4
2747,5.0046,1.2166,125.31,9.22,4.54
2748,5.0251,1.1999,124.67,10.83,4.417
2749,5.0268,1.2133,124.79,11.96,4.374
2750,4.9728,1.2013,125.49,11.7,4.407
2751,4.9651,1.1857,125.35,9.61,4.382
2752,5.0355,1.2155,125.19,9.22,4.36
2753,4.9964,1.1925,125.31,7.81,4.402
2754,4.9982,1.2165,124.83,7.96,4.533
2755,5.0179,1.1871,125.2,10.66,4.642
2756,5.026,1.2036,125.36,11.01,4.369
2757,5.03,1.1887,125.49,11.33,4.478
2758,5.0185,1.197,124.6,9.34,4.486
2759,4.9864,1.1956,124.84,12.05,4.433
2760,4.9742,1.2117,125.01,10.0,4.578
2761,4.9859,1.1886,125.42,8.87,4.608
2762,5.0273,1.2131,124.85,10.52,4.365
2763,5.0237,1.2033,124.85,10.1,4.427
2764,4.9986,1.2179,124.94,9.92,4.613
2765,5.0055,1.2139,125.02,9.22,4.434
2766,4.9675,1.2044,125.02,8.99,4.535
2767,5.033,1.1887,124.93,11.34,4.619
2768,4.9898,1.2127,124.65,9.78,4.627
2769,5.0136,1.2002,125.11,9.53,4.389
2770,5.0124,1.1897,125.06,8.32,4.621
2771,4.9665,1.1984,124.93,11.25,4.482
2772,4.9968,1.1959,124.63,8.67,4.375
2773,4.9706,1.187,124.52,9.98,4.57
2774,4.9858,1.2176,124.94,10.02,4.51
2775,4.976,1.1897,125.14,9.41,4.421
2776,4.9842,1.2021,124.9,9.39,4.431
2777,5.0085,1.189,125.37,6.93,4.536
2778,5.0221,1.1983,125.19,10.7,4.404
2779,4.9609,1.2129,125.44,10.77,4.464
2780,4.9761,1.1939,125.5,9.35,4.636
2781,5.0177,1.1807,124.95,10.36,4.465
2782,5.007,1.2112,124.77,10.36,4.524
2783,5.0205,1.2091,125.38,8.38,4.408
2784,5.0336,1.2193,124.54,9.29,4.354
2785,5.0228,1.1858,124.59,12.6,4.594
2786,4.9686,1.1854,125.41,9.47,4.63
2787,5.0167,1.2122,125.14,8.6,4.601
2788,4.9633,1.1987,124.79,12.2,4.637
2789,5.0301,1.1841,125.37,8.31,4.42
2790,4.9612,1.2128,124.84,9.55,4.463
2791,5.0214,1.1878,125.21,9.63,4.378
2792,5.0037,1.1889,125.29,9.81,4.373
2793,5.0207,1.1972,125.02,9.89,4.643
2794,4.9869,1.2145,124.96,11.59,4.365
2795,5.0261,1.1998,125.11,9.46,4.36
2796,4.9677,1.2033,124.65,9.91,4.646
2797,5.0093,1.205,125.36,9.34,4.414
2798,4.9608,1.2157,124.81,7.09,4.391
2799,5.0267,1.1815,125.27,10.81,4.38
2800,5.0258,1.2111,124.94,10.27,4.399
2801,5.0331,1.207,125.28,8.45,4.583
2802,5.0128,1.1961,124.99,10.76,4.534
2803,5.0147,1.2194,125.11,11.03,4.536
2804,5.005,1.2104,124.86,9.1,4.381
2805,4.9663,1.2101,124.61,8.75,4.572
2806,5.0156,1.1845,125.46,9.04,4.564
2807,4.9786,1.1937,124.7,10.47,4.546
2808,4.9693,1.1936,124.68,8.67,4.501
2809,4.975,1.1868,125.41,12.03,4.366
2810,4.9922,1.1812,125.15,8.68,4.559
2811,4.9771,1.1876,124.72,8.91,4.525
2812,5.0044,1.2163,124.82,9.42,4.561
2813,4.9845,1.2015,124.78,10.75,4.577
2814,4.9915,1.2033,124.91,9.59,4.557
2815,5.0188,1.2137,124.83,12.02,4.404
2816,4.9947,1.1822,125.27,10.43,4.393
2817,4.9803,1.2043,124.99,8.86,4.412
2818,4.9697,1.1994,124.76,8.97,4.566
2819,5.035,1.1878,124.61,9.97,4.573
2820,4.9937,1.2084,125.26,10.06,4.489
2821,5.0349,1.1985,124.52,9.72,4.404
2822,5.0107,1.1824,125.31,11.58,4.606
2823,4.9929,1.2017,124.65,10.46,4.585
2824,4.9986,1.2095,125.34,9.02,4.41
2825,4.9671,1.2165,124.53,10.9,4.527
2826,4.9999,1.2156,124.8,8.8,4.467
2827,5.0233,1.216,124.55,9.75,4.491
2828,4.9631,1.2173,125.08,11.14,4.549
2829,5.0229,1.2053,125.31,11.07,4.363
2830,5.0256,1.1901,125.43,10.38,4.429
2831,4.9686,1.2078,124.57,9.61,4.489
2832,4.9656,1.2153,125.39,9.64,4.421
2833,4.9717,1.1987,124.84,10.01,4.502
2834,4.976,1.1855,124.96,8.46,4.615
2835,4.9637,1.1959,124.9,8.37,4.544
2836,5.0199,1.2148,124.58,9.08,4.539
2837,4.9626,1.214,125.37,10.69,4.368
2838,5.0312,1.1849,125.05,9.32,4.364
2839,5.0204,1.2055,125.29,9.8,4.469
2840,5.0087,1.2032,124.86,10.23,4.399
2841,5.0208,1.2045,125.1,12.16,4.607
2842,4.9713,1.2114,125.19,10.38,4.554
2843,5.027,1.2,124.92,11.78,4.408
2844,4.9805,1.1917,125.35,8.29,4.536
2845,4.9864,1.1874,125.32,10.57,4.586
2846,5.0158,1.2154,124.88,10.74,4.649
2847,5.0382,1.1983,124.52,11.38,4.617
2848,5.0093,1.205,124.87,11.0,4.514
2849,5.025,1.1838,124.97,10.37,4.415
2850,5.0249,1.1954,125.49,7.79,4.464
2851,4.9832,1.2193,125.18,8.84,4.464
2852,4.9722,1.1884,124.93,11.8,4.414
2853,4.9666,1.1904,125.11,9.97,4.608
2854,5.0252,1.1968,124.79,10.17,4.397
2855,5.0266,1.1966,125.5,10.53,4.532
2856,4.9999,1.1945,124.6,12.2,4.617
2857,4.9779,1.2105,124.91,10.9,4.542
2858,5.0204,1.1898,125.28,10.5,4.389
2859,5.0378,1.1807,125.38,9.27,4.441
2860,5.0253,1.2065,124.84,8.77,4.405
2861,4.997,1.2175,125.14,10.52,4.643
2862,5.0301,1.1822,124.65,9.98,4.636
2863,4.9649,1.2166,124.78,12.31,4.571
2864,4.9653,1.2025,125.04,9.47,4.377
2865,5.0246,1.2072,124.52,10.46,4.585
2866,5.0315,1.181,124.74,9.44,4.556
2867,4.9922,1.2106,125.23,10.99,4.508
2868,5.0346,1.2126,125.43,10.01,4.528
2869,5.0176,1.188,125.26,10.34,4.356
2870,5.0164,1.2083,125.24,10.08,4.599
2871,4.9774,1.1831,125.14,10.6,4.539
2872,5.0179,1.2167,125.2,10.2,4.61
2873,4.9972,1.2119,125.3,10.19,4.48
2874,4.9773,1.2105,125.29,10.0,4.524
2875,5.0318,1.1821,125.06,9.82,4.353
2876,5.0061,1.2025,125.16,9.64,4.372
2877,4.962,1.21,125.24,8.48,4.429
2878,4.9607,1.2137,124.9,12.23,4.584
2879,5.016,1.2148,124.9,8.1,4.403
2880,4.9718,1.1843,125.36,9.71,4.536
2881,5.0151,1.1928,124.63,8.11,4.46
2882,4.9896,1.2061,124.76,8.35,4.47
2883,5.039,1.1949,125.32,10.47,4.502
2884,5.0103,1.2036,125.42,10.58,4.372
2885,4.9856,1.2082,124.9,9.19,4.582
2886,4.972,1.1958,125.26,10.4,4.568
2887,4.9798,1.2123,125.3,10.04,4.515
2888,4.9926,1.2167,124.66,9.23,4.366
2889,4.9686,1.1804,125.06,11.68,4.505
2890,5.0324,1.2111,124.74,9.62,4.427
2891,5.0349,1.2161,125.14,10.36,4.378
2892,4.9669,1.2096,125.32,10.83,4.618
2893,5.0033,1.2182,125.2,12.47,4.354
2894,5.0268,1.1819,125.29,10.06,4.597
2895,4.9828,1.1969,125.08,8.54,4.612
2896,4.9688,1.1976,125.48,10.48,4.365
2897,5.0275,1.1993,124.84,10.58,4.643
2898,4.9641,1.2054,124.59,9.69,4.448
2899,4.9773,1.1955,125.14,9.81,4.361
2900,4.9763,1.2152,124.58,9.13,4.649
2901,4.9615,1.1948,125.48,9.17,4.605
2902,5.0225,1.1895,125.3,10.46,4.39
2903,4.9763,1.2135,125.4,11.78,4.431
2904,4.9666,1.1889,125.45,9.97,4.534
2905,5.0221,1.203,125.28,10.94,4.533
2906,4.9972,1.1835,125.16,8.12,4.366
2907,4.9692,1.2123,125.45,10.12,4.472
2908,5.0154,1.2021,125.09,10.38,4.648
2909,4.9952,1.2092,125.14,10.15,4.524
2910,4.9716,1.212,125.18,9.45,4.372
2911,4.9706,1.2111,124.63,11.47,4.585
2912,5.0083,1.1995,124.93,11.63,4.377
2913,4.9688,1.1865,124.73,9.14,4.528
2914,4.9626,1.1814,125.06,9.78,4.386
2915,4.9703,1.1833,125.44,8.71,4.391
2916,5.0321,1.2003,125.06,10.46,4.577
2917,5.0239,1.205,125.21,8.42,4.426
2918,5.0259,1.2024,125.39,9.87,4.568
2919,4.9989,1.2098,124.83,8.89,4.441
2920,5.0385,1.1902,124.59,11.54,4.509
2921,5.0219,1.1844,125.26,10.82,4.613
2922,5.0031,1.2065,125.38,7.43,4.445
2923,5.0222,1.1913,125.34,10.68,4.62
2924,4.9876,1.187,124.58,8.51,4.628
2925,4.9694,1.2168,125.35,11.2,4.431
2926,4.9934,1.1883,125.44,11.72,4.448
2927,4.9671,1.2133,124.88,11.01,4.365
2928,5.0208,1.2167,125.41,9.69,4.503
2929,5.0165,1.219,124.7,11.55,4.54
2930,4.9652,1.2021,124.84,9.5,4.391
2931,5.0396,1.2188,124.67,11.66,4.398
2932,5.007,1.2034,125.33,8.41,4.421
2933,5.0298,1.1987,125.13,10.35,4.469
2934,4.9601,1.1836,124.54,8.43,4.427
2935,5.0073,1.1888,124.64,10.21,4.556
2936,5.0223,1.1981,124.69,8.38,4.531
2937,4.9778,1.1903,124.5,9.86,4.558
2938,4.9766,1.1968,125.25,9.66,4.552
2939,4.962,1.1813,124.6,10.18,4.596
2940,4.9723,1.18,125.21,10.02,4.456
2941,4.9902,1.1882,125.31,11.1,4.49
2942,4.9894,1.2109,125.14,8.83,4.363
2943,4.9862,1.1935,124.63,11.9,4.463
2944,5.0193,1.1848,125.25,9.19,4.646
2945,5.0009,1.2093,125.25,10.84,4.377
2946,5.0318,1.2132,124.65,9.81,4.57
2947,4.9851,1.2124,124.67,9.41,4.476
2948,4.9714,1.2118,125.3,8.97,4.459
2949,4.9605,1.2155,124.84,9.37,4.371
2950,5.0254,1.1914,125.48,11.02,4.489
2951,5.0207,1.204,124.54,9.59,4.452
2952,4.9968,1.1895,125.22,10.08,4.587
2953,4.9813,1.219,125.27,11.08,4.547
2954,4.9938,1.1999,125.34,9.01,4.421
2955,4.9995,1.1906,125.39,10.72,4.371
2956,5.0258,1.2117,124.53,10.29,4.624
2957,5.0104,1.21,124.9,9.45,4.399
2958,4.961,1.1842,125.39,9.56,4.522
2959,5.0015,1.1978,124.93,10.67,4.572
2960,4.9682,1.1974,124.82,11.7,4.589
2961,4.9615,1.181,124.61,10.64,4.645
2962,4.9686,1.1824,125.37,9.99,4.388
2963,4.9958,1.1872,125.05,9.5,4.641
2964,5.0039,1.1993,125.27,8.43,4.423
2965,5.0183,1.192,125.27,10.59,4.585
2966,5.0317,1.2074,125.26,10.44,4.466
2967,4.9688,1.2154,125.12,9.52,4.64
2968,5.0191,1.2086,125.26,6.59,4.597
2969,5.036,1.1819,124.78,9.75,4.59
2970,4.9983,1.2182,124.82,10.45,4.572
2971,5.0052,1.1962,124.6,11.33,4.367
2972,4.9702,1.2109,125.33,11.07,4.42
2973,5.0072,1.1842,125.46,10.06,4.605
2974,5.0045,1.2039,125.38,8.74,4.509
2975,5.0229,1.2124,125.03,10.84,4.472
2976,4.9856,1.2052,125.13,8.32,4.505
2977,5.006,1.1844,124.9,8.95,4.462
2978,4.9978,1.1978,125.03,7.75,4.372
2979,5.0344,1.1989,125.31,11.74,4.357
2980,5.0208,1.2046,125.32,9.38,4.547
2981,4.9603,1.1873,125.1,8.35,4.553
2982,4.9751,1.1956,124.51,7.45,4.37
2983,4.989,1.1859,125.11,8.8,4.569
2984,4.9638,1.1907,124.58,7.78,4.535
2985,5.0398,1.1819,124.83,9.76,4.61
2986,5.0375,1.1873,125.16,7.54,4.419
2987,5.0247,1.1942,125.0,9.3,4.351
2988,5.0131,1.1805,124.69,8.04,4.428
2989,4.9822,1.2015,125.07,9.46,4.44
2990,5.0271,1.1806,124.97,10.32,4.48
2991,5.0215,1.1842,124.71,10.25,4.554
2992,5.0041,1.2092,125.42,11.28,4.506
2993,5.0345,1.2099,124.87,9.88,4.419
2994,5.0166,1.2146,124.59,9.36,4.377
2995,5.0356,1.2054,124.67,11.56,4.593
2996,4.9789,1.2016,125.21,9.4,4.365
2997,4.9961,1.2039,124.94,8.94,4.565
2998,4.9684,1.1979,125.41,10.28,4.56
2999,5.0016,1.205,125.44,9.63,4.531
3000,4.9686,1.1974,125.29,10.58,4.531
3001,4.9642,1.1907,125.14,9.3,4.459
3002,4.9724,1.2098,125.38,10.62,4.648
3003,4.995,1.216,125.12,9.78,4.601
3004,5.0076,1.2167,124.83,9.86,4.404
3005,4.9867,1.2083,124.54,10.84,4.445
3006,5.0284,1.1818,124.53,8.51,4.61
3007,5.0321,1.1898,125.18,8.6,4.457
3008,4.9761,1.1977,124.68,11.6,4.631
3009,5.0255,1.2083,124.68,8.46,4.626
3010,4.9723,1.2029,124.65,9.01,4.586
3011,4.9986,1.2185,125.25,9.89,4.458
3012,4.967,1.1865,124.73,10.74,4.523
3013,4.9872,1.216,124.91,10.29,4.379
3014,5.0128,1.2127,124.61,10.05,4.561
3015,4.9993,1.1863,124.86,11.58,4.359
3016,4.986,1.1902,125.35,10.4,4.602
3017,5.003,1.1855,125.13,8.47,4.392
3018,5.0065,1.2154,125.33,10.27,4.496
3019,4.9625,1.1892,125.09,9.88,4.543
3020,4.9882,1.1959,124.51,10.3,4.41
3021,4.971,1.2105,124.93,10.85,4.561
3022,4.9713,1.2105,124.96,9.51,4.358
3023,4.992,1.208,124.63,10.42,4.54
3024,4.9847,1.1827,124.55,11.29,4.635
3025,4.9917,1.201,124.51,7.11,4.595
3026,5.0149,1.1802,124.99,10.59,4.382
3027,5.0301,1.1854,125.01,9.75,4.449
3028,4.9769,1.1854,125.01,10.21,4.513
3029,5.0072,1.2195,124.76,9.25,4.522
3030,4.9937,1.217,124.94,10.98,4.489
3031,5.0349,1.209,125.35,9.64,4.35
3032,4.9947,1.1962,124.61,10.63,4.481
3033,5.013,1.2173,125.47,10.07,4.445
3034,4.9731,1.1878,124.8,11.14,4.642
3035,5.0254,1.2195,125.35,10.4,4.485
3036,4.9819,1.1913,124.56,9.8,4.554
3037,4.9738,1.211,124.85,10.14,4.523
3038,4.9811,1.2001,125.12,9.82,4.615
3039,5.0269,1.2174,124.71,8.9,4.63
3040,5.0287,1.2188,124.92,11.02,4.501
3041,4.9811,1.2057,125.17,10.94,4.521
3042,5.0276,1.198,125.28,10.24,4.362
3043,5.0053,1.2017,124.79,8.23,4.527
3044,5.0395,1.2019,124.51,11.97,4.631
3045,4.9674,1.2021,124.66,11.05,4.598
3046,5.0227,1.1951,124.98,10.41,4.494
3047,5.0024,1.209,124.72,7.5,4.528
3048,5.0227,1.2079,125.11,12.57,4.365
3049,4.973,1.1864,125.48,11.2,4.398
3050,5.0222,1.2168,125.47,8.5,4.527
3051,4.9856,1.2121,125.1,10.14,4.481
3052,5.0062,1.2089,124.56,10.28,4.524
3053,4.9961,1.2192,125.47,11.57,4.421
3054,5.0027,1.1979,125.4,8.31,4.555
3055,4.9864,1.199,125.05,10.74,4.391
3056,5.0098,1.1925,125.07,10.36,4.355
3057,5.0132,1.1894,124.51,10.95,4.649
3058,4.9801,1.2043,125.34,7.85,4.552
3059,5.0135,1.202,124.94,9.48,4.577
3060,5.0137,1.1902,124.85,8.46,4.464
3061,5.0198,1.213,124.53,9.59,4.503
3062,4.964,1.2175,124.71,11.43,4.481
3063,4.9938,1.1819,124.8,11.88,4.497
3064,4.994,1.1804,125.31,8.34,4.633
3065,4.9675,1.2133,124.99,10.04,4.554
3066,4.9802,1.1813,125.46,9.62,4.471
3067,4.9941,1.2164,124.98,10.07,4.587
3068,5.0353,1.2035,125.17,10.17,4.357
3069,5.0002,1.2085,124.75,8.65,4.636
3070,4.9948,1.1892,125.25,8.37,4.425
3071,4.9699,1.1895,125.49,10.22,4.382
3072,4.9772,1.1834,124.66,9.98,4.457
